X,population,gdp_per_capita,human_development_index,v2x_libdem,v2x_freexp_altinf,median_age,aged_70_older,life_expectancy,stringency_index,daily_covid_deaths,daily_covid_deaths_per_100k,daily_covid_cases,daily_covid_cases_per_100k,daily_tests,daily_tests_per_100k,daily_positive_rate,democracy,PR.rating,CL.rating,Total,democ,autoc,polity,polity2,area_ifr,pop.2020,pop.adult,pop.60plus,cases,new_cases_7dma,cases.100k.pop,new.cases.100k.pop,deaths,cfr,total.vaccinations,first.dose,second.dose,first.dose.pct,second.dose.pct,vaccinations.perday.100k.pop,log_gdp_ppp,case_ir,death_r,pred_ir,pred_ir_low,pred_ir_high,pred_cases,pred_cases_low,pred_cases_high,iso3c,region,date
807,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,81.48,0.143,0.00496907359788728,6.714,0.23330321773577,40,1.38995065675169,16.8,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,89,6.71428571428571,3.0926402112725,0.233313145954747,2,2.247,NA,NA,NA,NA,NA,NA,-11.232899983776,3.0926402112725e-5,6.94975328375843e-7,0.021507841995352,0.00690794712698153,0.0405405707748726,61895.2676942239,19879.6902420274,116667.654575928,ALB,Europe,2020-03-22
808,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,0.429,0.0149072207936618,7.571,0.263082910556675,41,1.42469942317048,18.5,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,104,7.57142857142857,3.61387170755438,0.26309780288514,4,3.846,NA,NA,NA,NA,NA,NA,-11.232899983776,3.61387170755438e-5,1.38995065675169e-6,0.0243408002584488,0.00894112926585781,0.042848445146229,70047.9549837638,25730.7818012856,123309.255441818,ALB,Europe,2020-03-23
809,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,0.571,0.0198415456251303,9.714,0.337549516992147,40,1.38995065675169,24.3,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,123,9.71428571428571,4.27409826951143,0.337559445211124,5,4.065,NA,NA,NA,NA,NA,NA,-11.232899983776,4.27409826951143e-5,1.73743832093961e-6,0.0272750301305228,0.0111993450537928,0.0452710520769273,78492.0817096185,32229.4751958049,130281.033666981,ALB,Europe,2020-03-24
810,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,0.429,0.0149072207936618,12.429,0.431892417819167,37,1.28570435749531,33.6,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,146,12.4285714285714,5.07331989714365,0.431877525490702,5,3.425,NA,NA,NA,NA,NA,NA,-11.232899983776,5.07331989714365e-5,1.73743832093961e-6,0.0300525276959931,0.0135480183317069,0.0475548118122748,86485.1642035288,38988.4871549861,136853.237433364,ALB,Europe,2020-03-25
811,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,0.571,0.0198415456251303,15.714,0.5460421155049,47,1.63319202168323,33.4,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,174,15.7142857142857,6.04628535686983,0.546052043723876,6,3.448,NA,NA,NA,NA,NA,NA,-11.232899983776,6.04628535686983e-5,2.08492598512753e-6,0.0325533945679084,0.0159174611878035,0.0495553578719465,93682.1588875269,45807.269806261,142610.408883888,ALB,Europe,2020-03-26
812,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,0.857,0.0297796928209049,16.571,0.575821808325805,56,1.94593091945236,29.6,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,186,16.5714285714286,6.46327055389534,0.57583670065427,8,4.301,NA,NA,NA,NA,NA,NA,-11.232899983776,6.46327055389534e-5,2.77990131350337e-6,0.0350027920756805,0.0184812883013939,0.0515242958499671,100731.035035393,53185.4514737515,148276.618597035,ALB,Europe,2020-03-27
813,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1.143,0.0397178400166794,17.286,0.600667176315241,61,2.11967475154632,28.3,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,197,17.2857142857143,6.84550698450205,0.600657248096264,10,5.076,NA,NA,NA,NA,NA,NA,-11.232899983776,6.84550698450205e-5,3.47487664187921e-6,0.0371359326544379,0.0210515162350502,0.0532203490738257,106869.786992941,60582.0534212275,153157.520564655,ALB,Europe,2020-03-28
814,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1.143,0.0397178400166794,17.571,0.610570574744597,72,2.50191118215303,24.4,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,212,17.5714285714286,7.36673848078393,0.610585467073062,10,4.717,NA,NA,NA,NA,NA,NA,-11.232899983776,7.36673848078393e-5,3.47487664187921e-6,0.0392080155608081,0.0235184835394822,0.054897547582134,112832.827180893,67681.4919299218,157984.162431865,ALB,Europe,2020-03-29
815,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1,0.0347487664187921,17,0.590729029119466,80,2.77990131350337,21.2,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,223,17,7.74897491139065,0.590729029119466,11,4.933,NA,NA,NA,NA,NA,NA,-11.232899983776,7.74897491139065e-5,3.82236430606713e-6,0.0409732847719218,0.025649629904748,0.0562969396390957,117912.918916637,73814.5049398837,162011.33289339,ALB,Europe,2020-03-30
816,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1.429,0.049655987212454,17.143,0.595698102717354,95,3.30113280978525,18,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,243,17.1428571428571,8.44395023976649,0.595693138607865,15,6.173,NA,NA,NA,NA,NA,NA,-11.232899983776,8.44395023976649e-5,5.21231496281882e-6,0.0424851222975114,0.027483976505525,0.0574862680894979,122263.684947778,79093.3875875998,165433.982307957,ALB,Europe,2020-03-31
817,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1.429,0.049655987212454,16.143,0.560949336298561,112,3.89186183890472,14.4,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,259,16.1428571428571,8.99993050246716,0.560944372189073,15,5.792,NA,NA,NA,NA,NA,NA,-11.232899983776,8.99993050246716e-5,5.21231496281882e-6,0.0436524694916569,0.0289288152960378,0.0583761236872759,125623.07670309,83251.3446589376,167994.808747243,ALB,Europe,2020-04-01
818,2877800,11803.431,0.795,0.431,0.617,38,8.643,78.57,84.26,1.429,0.049655987212454,14.714,0.511293349086107,111,3.85711307248593,13.3,1,3,3,67,9,0,9,9,0.616849351969257,2877800,2182190,609628,277,14.7142857142857,9.62540829800542,0.511303277305084,16,5.776,NA,NA,NA,NA,NA,NA,-11.232899983776,9.62540829800542e-5,5.55980262700674e-6,0.0447778243775476,0.0303082650880553,0.0592473836670398,128861.622993706,87221.1252704057,170502.120717007,ALB,Europe,2020-04-02
